id,word,plural,cmuarpaInputIds,cmuarpaPluralInputIds,cmuarpaVisemes,cmuarpaPluralVisemes
01aa49cf-b0ad-41f3-8c8d-6141fdf79a2b,plush,plushes,"[76, 64, 21, 79]","[76, 64, 21, 79, 55, 93]","['F', 'S', 'A', 'S']","['F', 'S', 'A', 'S', 'E', 'S']"
01b0cd72-9e53-4cb1-994d-908a5bf3e4db,counteract,counteracts,"[63, 29, 66, 80, 44, 18, 63, 80]","[63, 29, 66, 80, 44, 18, 63, 80, 78]","['S', 'O', 'S', 'S', 'E', 'A', 'S', 'S']","['S', 'O', 'S', 'S', 'E', 'A', 'S', 'S', 'S']"
01b67e8f-4891-4f5f-b525-5206349575df,divulge,divulges,"[37, 55, 90, 21, 64, 62]","[37, 56, 90, 92, 20, 64, 93]","['S', 'E', 'F', 'A', 'S', 'S']","['S', 'E', 'F', 'E', 'A', 'S', 'S']"
01b69c2f-52a4-464f-9bbf-ae5485470d4b,experiment,experiments,"[55, 63, 78, 76, 41, 77, 20, 65, 20, 66, 80]","[55, 63, 78, 76, 41, 77, 20, 65, 20, 66, 80, 78]","['E', 'S', 'S', 'F', 'E', 'Q', 'A', 'F', 'A', 'S', 'S']","['E', 'S', 'S', 'F', 'E', 'Q', 'A', 'F', 'A', 'S', 'S', 'S']"
01b70e98-92d7-4b80-b5fa-6598116510d2,lolly,lollies,"[64, 13, 64, 59]","[64, 13, 64, 59, 93]","['S', 'O', 'S', 'E']","['S', 'O', 'S', 'E', 'S']"
01c32ed0-6779-4657-a025-4b2440443fb8,specimen,specimens,"[78, 76, 41, 78, 20, 65, 20, 66]","[78, 76, 41, 78, 20, 65, 20, 66, 93]","['S', 'F', 'E', 'S', 'A', 'F', 'A', 'S']","['S', 'F', 'E', 'S', 'A', 'F', 'A', 'S', 'S']"
01c59967-449b-4596-91b5-b00f41f73814,thru,thrus,"[81, 77, 88]","[81, 77, 88, 93]","['S', 'Q', 'Q']","['S', 'Q', 'Q', 'S']"
01c63641-c3ab-4a37-9d14-c1a1c5406bc6,jurassic,jurassic,"[62, 83, 77, 17, 78, 55, 63]","[62, 83, 77, 17, 78, 55, 63]","['S', 'Q', 'Q', 'A', 'S', 'E', 'S']","['S', 'Q', 'Q', 'A', 'S', 'E', 'S']"
01c95f7d-d000-4fe4-bd20-5dde656c60ba,intrinsic,intrinsics,"[55, 66, 80, 77, 56, 66, 78, 55, 63]","[55, 66, 80, 77, 56, 66, 78, 55, 63, 78]","['E', 'S', 'S', 'Q', 'E', 'S', 'S', 'E', 'S']","['E', 'S', 'S', 'Q', 'E', 'S', 'S', 'E', 'S', 'S']"
01c97293-1f6b-4eb2-8897-71350807cfe7,cry,cries,"[63, 77, 33]","[63, 77, 33, 93]","['S', 'Q', 'A']","['S', 'Q', 'A', 'S']"
01ca0671-4daf-4e11-998a-5f8f74796d45,raised,raiseds,"[77, 49, 93, 37]","[77, 49, 78, 80, 78]","['Q', 'A', 'S', 'S']","['Q', 'A', 'S', 'S', 'S']"
01ca39e3-e515-4ff2-bdc5-7086d7eb73ed,nucleus,nuclei,"[66, 88, 63, 64, 59, 20, 78]","[66, 88, 63, 64, 59, 34]","['S', 'Q', 'S', 'S', 'E', 'A', 'S']","['S', 'Q', 'S', 'S', 'E', 'A']"
01ca7ecd-d2b1-4db2-b76d-59168faa9e33,preserve,preserves,"[76, 77, 20, 93, 45, 90]","[76, 77, 20, 93, 45, 90, 93]","['F', 'Q', 'A', 'S', 'E', 'F']","['F', 'Q', 'A', 'S', 'E', 'F', 'S']"
01d3f469-f4a7-4867-b1f6-2338948a122f,grandfather,grandfathers,"[52, 77, 17, 66, 37, 51, 14, 38, 44]","[52, 77, 17, 66, 37, 51, 14, 38, 44, 93]","['S', 'Q', 'A', 'S', 'S', 'F', 'O', 'S', 'E']","['S', 'Q', 'A', 'S', 'S', 'F', 'O', 'S', 'E', 'S']"
01d6f71f-4dfc-48c5-a896-495b2b89a936,smoulder,smoulders,"[78, 65, 70, 64, 37, 44]","[78, 65, 70, 64, 37, 44, 93]","['S', 'F', 'O', 'S', 'S', 'E']","['S', 'F', 'O', 'S', 'S', 'E', 'S']"
01dbe0c9-cfb7-458c-9d90-8eb9dbba5c4b,year,years,"[92, 56, 77]","[92, 56, 77, 93]","['E', 'E', 'Q']","['E', 'E', 'Q', 'S']"
01e18130-e0fe-49fd-9191-8e840528707c,buying,buyings,"[35, 33, 55, 67]","[35, 33, 55, 67, 93]","['S', 'A', 'E', 'S']","['S', 'A', 'E', 'S', 'S']"
01e2357d-cd8c-4769-a0ae-87885cdd8f78,preparation,preparations,"[76, 77, 42, 76, 44, 49, 79, 20, 66]","[76, 77, 42, 76, 44, 49, 79, 20, 66, 93]","['F', 'Q', 'E', 'F', 'E', 'A', 'S', 'A', 'S']","['F', 'Q', 'E', 'F', 'E', 'A', 'S', 'A', 'S', 'S']"
01e8e3fa-07c6-45c8-b8f8-e39ba5b0d547,bombardment,bombardments,"[35, 12, 65, 35, 13, 77, 37, 65, 20, 66, 80]","[35, 12, 65, 35, 13, 77, 37, 65, 20, 66, 80, 78]","['S', 'O', 'F', 'S', 'O', 'Q', 'S', 'F', 'A', 'S', 'S']","['S', 'O', 'F', 'S', 'O', 'Q', 'S', 'F', 'A', 'S', 'S', 'S']"
01ea04a0-5bcd-4efe-9f5a-5387d1a002b3,looped,looped,"[64, 88, 76, 80]","[64, 88, 76, 80]","['S', 'Q', 'F', 'S']","['S', 'Q', 'F', 'S']"
01f4a112-44c2-43b1-bf6e-5c9d18f9aa85,rut,ruts,"[77, 21, 80]","[77, 21, 80, 78]","['Q', 'A', 'S']","['Q', 'A', 'S', 'S']"
01f5d322-0ab6-4064-a3c2-0a1a7c433468,unhappiness,unhappinesses,"[20, 66, 53, 17, 76, 59, 66, 55, 78]","[20, 66, 53, 17, 76, 55, 66, 78, 61, 66, 93]","['A', 'S', 'A', 'A', 'F', 'E', 'S', 'E', 'S']","['A', 'S', 'A', 'A', 'F', 'E', 'S', 'S', 'E', 'S', 'S']"
01f66357-46f2-43bd-986f-37b100d62d91,aversion,aversions,"[20, 90, 45, 94, 20, 66]","[20, 90, 45, 94, 20, 66, 93]","['A', 'F', 'E', 'Q', 'A', 'S']","['A', 'F', 'E', 'Q', 'A', 'S', 'S']"
01f81e74-8a27-4b6f-a026-379d5bbdd2c0,dj,djs,"[62, 60, 37, 60]","[62, 60, 37, 60, 93]","['S', 'E', 'S', 'E']","['S', 'E', 'S', 'E', 'S']"
01fad6c8-5c68-4711-ad79-a38b6ad1c264,permission,permissions,"[76, 44, 65, 56, 79, 20, 66]","[76, 44, 65, 56, 79, 20, 66, 93]","['F', 'E', 'F', 'E', 'S', 'A', 'S']","['F', 'E', 'F', 'E', 'S', 'A', 'S', 'S']"
01fd1c6a-4216-4778-904e-37c9db89e93e,proclaim,proclaims,"[76, 77, 69, 63, 64, 49, 65]","[76, 77, 69, 63, 64, 49, 65, 93]","['F', 'Q', 'O', 'S', 'S', 'A', 'F']","['F', 'Q', 'O', 'S', 'S', 'A', 'F', 'S']"
02011b1c-2ee8-43c4-8e5a-72fe86119ac5,manslaughter,manslaughters,"[65, 17, 66, 78, 64, 26, 80, 44]","[65, 17, 66, 78, 64, 26, 80, 44, 93]","['F', 'A', 'S', 'S', 'S', 'O', 'S', 'E']","['F', 'A', 'S', 'S', 'S', 'O', 'S', 'E', 'S']"
020736ea-f3ee-4d3b-aff0-50548100b3e4,picket,pickets,"[76, 56, 63, 20, 80]","[76, 56, 63, 20, 80, 78]","['F', 'E', 'S', 'A', 'S']","['F', 'E', 'S', 'A', 'S', 'S']"
02117a9f-08d5-4e5e-9f5d-9c21db3c2c6d,tacky,tackies,"[80, 17, 63, 59]","[80, 17, 63, 59, 93]","['S', 'A', 'S', 'E']","['S', 'A', 'S', 'E', 'S']"
021227e0-c648-4152-a8f3-519a8a1de5e4,workmate,workmates,"[91, 45, 63, 65, 50, 80]","[91, 45, 63, 65, 50, 80, 78]","['Q', 'E', 'S', 'F', 'A', 'S']","['Q', 'E', 'S', 'F', 'A', 'S', 'S']"
021a456e-9f21-4bd9-a87a-4a96c8831caa,stayed,stayed,"[78, 80, 49, 37]","[78, 80, 49, 37]","['S', 'S', 'A', 'S']","['S', 'S', 'A', 'S']"
021b530a-5349-4a51-9d16-5cb8eaae701f,composure,composures,"[63, 20, 65, 76, 70, 94, 44]","[63, 20, 65, 76, 13, 78, 44, 55, 78]","['S', 'A', 'F', 'F', 'O', 'Q', 'E']","['S', 'A', 'F', 'F', 'O', 'S', 'E', 'E', 'S']"
021bebc6-ecd8-4ddf-b0cf-bada794326e0,frog,frogs,"[51, 77, 13, 52]","[51, 77, 13, 52, 93]","['F', 'Q', 'O', 'S']","['F', 'Q', 'O', 'S', 'S']"
0220d4c0-746b-4bf5-a5df-8b137034d053,ripe,ripes,"[77, 33, 76]","[77, 33, 76, 78]","['Q', 'A', 'F']","['Q', 'A', 'F', 'S']"
022787c7-e9ee-47bb-922b-48bfb44862bf,firsthand,firsthands,"[51, 44, 78, 80, 53, 17, 66, 37]","[51, 45, 78, 81, 18, 66, 37, 93]","['F', 'E', 'S', 'S', 'A', 'A', 'S', 'S']","['F', 'E', 'S', 'S', 'A', 'S', 'S', 'S']"
0234a57e-ecc4-4d52-bdab-f8bb7aa1615d,lesion,lesions,"[64, 60, 94, 20, 66]","[64, 60, 94, 20, 66, 93]","['S', 'E', 'Q', 'A', 'S']","['S', 'E', 'Q', 'A', 'S', 'S']"
0236ccc9-4431-444d-a24f-6c576c64cc90,guest,guests,"[52, 41, 78, 80]","[52, 41, 78, 80, 78]","['S', 'E', 'S', 'S']","['S', 'E', 'S', 'S', 'S']"
0236f768-c3e8-41a1-9385-6a19ec88c984,sediment,sediments,"[78, 41, 37, 20, 65, 20, 66, 80]","[78, 41, 37, 20, 65, 20, 66, 80, 78]","['S', 'E', 'S', 'A', 'F', 'A', 'S', 'S']","['S', 'E', 'S', 'A', 'F', 'A', 'S', 'S', 'S']"
023acc6f-bc26-4f8e-b1c5-0ed358f6e017,ethnicity,ethnicities,"[40, 81, 66, 56, 78, 55, 80, 59]","[41, 66, 81, 20, 78, 34, 80, 55, 78]","['E', 'S', 'S', 'E', 'S', 'E', 'S', 'E']","['E', 'S', 'S', 'A', 'S', 'A', 'S', 'E', 'S']"
023c1647-27d2-49f1-962a-40e13207789c,mug,mugs,"[65, 21, 52]","[65, 21, 52, 93]","['F', 'A', 'S']","['F', 'A', 'S', 'S']"
02410248-ba70-4bc8-9b7c-1fd852706083,threaten,threatens,"[81, 77, 41, 80, 20, 66]","[81, 77, 41, 80, 20, 66, 93]","['S', 'Q', 'E', 'S', 'A', 'S']","['S', 'Q', 'E', 'S', 'A', 'S', 'S']"
0247b88d-2e3d-4c49-9536-881dcf438170,adolescence,adolescences,"[18, 37, 20, 64, 41, 78, 20, 66, 78]","[18, 37, 20, 64, 41, 78, 20, 66, 78, 20, 93]","['A', 'S', 'A', 'S', 'E', 'S', 'A', 'S', 'S']","['A', 'S', 'A', 'S', 'E', 'S', 'A', 'S', 'S', 'A', 'S']"
024d3a41-daf7-465c-9ab3-ef5e573ea74d,cheerful,cheerfuls,"[36, 56, 77, 51, 20, 64]","[36, 56, 77, 51, 20, 64, 93]","['S', 'E', 'Q', 'F', 'A', 'S']","['S', 'E', 'Q', 'F', 'A', 'S', 'S']"
02534791-c9ce-428c-b2c5-a95af8ac37ee,documentation,documentations,"[37, 14, 63, 92, 20, 65, 40, 66, 80, 49, 79, 20, 66]","[37, 14, 63, 92, 20, 65, 40, 66, 80, 49, 79, 20, 66, 93]","['S', 'O', 'S', 'E', 'A', 'F', 'E', 'S', 'S', 'A', 'S', 'A', 'S']","['S', 'O', 'S', 'E', 'A', 'F', 'E', 'S', 'S', 'A', 'S', 'A', 'S', 'S']"
0253c77e-5d33-46f3-834a-7bbe14c64678,incidentally,incidentallies,"[57, 66, 78, 55, 37, 41, 66, 80, 20, 64, 59]","[57, 66, 78, 55, 37, 41, 66, 80, 20, 64, 32, 93]","['E', 'S', 'S', 'E', 'S', 'E', 'S', 'S', 'A', 'S', 'E']","['E', 'S', 'S', 'E', 'S', 'E', 'S', 'S', 'A', 'S', 'A', 'S']"
0258c23e-a953-42ca-9263-cffc57572e75,individually,individuallies,"[57, 66, 37, 55, 90, 56, 62, 87, 20, 64, 59]","[57, 66, 37, 55, 90, 56, 62, 87, 20, 64, 59, 93]","['E', 'S', 'S', 'E', 'F', 'E', 'S', 'Q', 'A', 'S', 'E']","['E', 'S', 'S', 'E', 'F', 'E', 'S', 'Q', 'A', 'S', 'E', 'S']"
025ed378-4c4c-4e1a-80e9-2e92f31570ef,cone,cones,"[63, 70, 66]","[63, 70, 66, 93]","['S', 'O', 'S']","['S', 'O', 'S', 'S']"
02723ee6-e988-40bf-bcc2-07a0ef1b193d,co-owner,co-owners,"[63, 29, 66, 91, 44]","[63, 29, 20, 66, 91, 44, 93]","['S', 'O', 'S', 'Q', 'E']","['S', 'O', 'A', 'S', 'Q', 'E', 'S']"
0274ce46-e297-4e29-b396-28e5e25ba22b,bandage,bandages,"[35, 17, 66, 37, 55, 62]","[35, 17, 66, 37, 20, 62, 20, 93]","['S', 'A', 'S', 'S', 'E', 'S']","['S', 'A', 'S', 'S', 'A', 'S', 'A', 'S']"
02757fa5-f935-4f21-be6d-1dd4bd967ce1,recite,recites,"[77, 20, 78, 33, 80]","[77, 59, 78, 33, 80, 78]","['Q', 'A', 'S', 'A', 'S']","['Q', 'E', 'S', 'A', 'S', 'S']"
027778f5-6182-4f18-8738-14bd56857e6f,camera,cameras,"[63, 17, 65, 44, 20]","[63, 17, 65, 44, 20, 93]","['S', 'A', 'F', 'E', 'A']","['S', 'A', 'F', 'E', 'A', 'S']"
02793611-c0fc-4889-b976-82408f02556c,shed,sheds,"[79, 41, 37]","[79, 41, 37, 93]","['S', 'E', 'S']","['S', 'E', 'S', 'S']"
027dfe59-a555-4d43-81d1-11236ba9cbde,preservation,preservations,"[76, 77, 42, 93, 44, 90, 49, 79, 20, 66]","[76, 77, 42, 93, 44, 90, 49, 79, 20, 66, 93]","['F', 'Q', 'E', 'S', 'E', 'F', 'A', 'S', 'A', 'S']","['F', 'Q', 'E', 'S', 'E', 'F', 'A', 'S', 'A', 'S', 'S']"
027e471e-eed6-43da-9689-5a5ce680ec1a,mature,matures,"[65, 20, 36, 84, 77]","[65, 20, 36, 84, 77, 93]","['F', 'A', 'S', 'Q', 'Q']","['F', 'A', 'S', 'Q', 'Q', 'S']"
0280165b-ceb1-4b93-b262-b7668618eb20,berate,berates,"[35, 55, 77, 49, 80]","[35, 55, 77, 49, 80, 78]","['S', 'E', 'Q', 'A', 'S']","['S', 'E', 'Q', 'A', 'S', 'S']"
02804e51-ef62-475a-8bc2-cf61b0311ef2,yuck,yuck,"[92, 21, 63]","[92, 21, 63]","['E', 'A', 'S']","['E', 'A', 'S']"
02847186-3240-4520-b6a3-a51f886c8660,knack,knacks,"[66, 17, 63]","[66, 17, 63, 78]","['S', 'A', 'S']","['S', 'A', 'S', 'S']"
028d8d7c-1c4b-441c-8234-4128d67c500e,breast-feeding,breast-feedings,"[35, 77, 41, 78, 80, 51, 61, 37, 55, 67]","[35, 77, 41, 78, 80, 51, 59, 37, 55, 67, 93]","['S', 'Q', 'E', 'S', 'S', 'F', 'E', 'S', 'E', 'S']","['S', 'Q', 'E', 'S', 'S', 'F', 'E', 'S', 'E', 'S', 'S']"
028ecf4b-2cf5-4492-9da3-58ed43c67fe0,refreshing,refreshings,"[77, 55, 51, 77, 41, 79, 55, 67]","[77, 55, 51, 77, 41, 79, 55, 67, 93]","['Q', 'E', 'F', 'Q', 'E', 'S', 'E', 'S']","['Q', 'E', 'F', 'Q', 'E', 'S', 'E', 'S', 'S']"
02aa10c5-2a8b-4620-a69b-777831067a28,gubernatorial,gubernatorials,"[52, 87, 35, 44, 66, 20, 80, 25, 77, 59, 20, 64]","[52, 92, 89, 35, 44, 66, 17, 80, 44, 20, 78]","['S', 'Q', 'S', 'E', 'S', 'A', 'S', 'O', 'Q', 'E', 'A', 'S']","['S', 'E', 'Q', 'S', 'E', 'S', 'A', 'S', 'E', 'A', 'S']"
02afe72a-c27f-423d-9020-90aba04fe5ef,bulge,bulges,"[35, 21, 64, 62]","[35, 21, 64, 62, 55, 93]","['S', 'A', 'S', 'S']","['S', 'A', 'S', 'S', 'E', 'S']"
02b0cdb2-883c-48ed-bf5b-7404b0bae405,snail,snails,"[78, 66, 49, 64]","[78, 66, 49, 64, 93]","['S', 'S', 'A', 'S']","['S', 'S', 'A', 'S', 'S']"
02b5082f-c5c2-45a5-9bb0-66e6e2588074,blue-tailed,blue-tailed,"[35, 64, 88, 80, 50, 80, 20, 37]","[35, 64, 88, 80, 50, 80, 20, 37]","['S', 'S', 'Q', 'S', 'A', 'S', 'A', 'S']","['S', 'S', 'Q', 'S', 'A', 'S', 'A', 'S']"
02c0945d-cbf1-4a8f-a650-557e16c68625,vocabulary,vocabularies,"[90, 69, 63, 17, 35, 92, 20, 64, 42, 77, 59]","[90, 14, 63, 20, 35, 92, 88, 64, 44, 59, 93]","['F', 'O', 'S', 'A', 'S', 'E', 'A', 'S', 'E', 'Q', 'E']","['F', 'O', 'S', 'A', 'S', 'E', 'Q', 'S', 'E', 'E', 'S']"
02c6e100-f903-4e97-8a62-f4d8f4388104,prospective,prospectives,"[76, 77, 20, 78, 76, 41, 63, 80, 55, 90]","[76, 77, 20, 78, 76, 41, 63, 80, 55, 90, 93]","['F', 'Q', 'A', 'S', 'F', 'E', 'S', 'S', 'E', 'F']","['F', 'Q', 'A', 'S', 'F', 'E', 'S', 'S', 'E', 'F', 'S']"
02ca7628-fb68-4de4-a70c-9394f8a597c7,gadget,gadgets,"[52, 17, 62, 20, 80]","[52, 17, 62, 20, 80, 78]","['S', 'A', 'S', 'A', 'S']","['S', 'A', 'S', 'A', 'S', 'S']"
02ccbe0d-e013-49d9-aacb-c664bdd87f10,needed,needed,"[66, 60, 37, 20, 37]","[66, 60, 37, 20, 37]","['S', 'E', 'S', 'A', 'S']","['S', 'E', 'S', 'A', 'S']"
02cff1d8-9057-4455-9642-fd46f535c049,abyss,abysses,"[20, 35, 56, 78]","[20, 35, 33, 78, 20, 93]","['A', 'S', 'E', 'S']","['A', 'S', 'A', 'S', 'A', 'S']"
02d28ce1-708d-47d5-bda9-3066798a04b4,colonialism,colonialisms,"[63, 20, 64, 70, 66, 59, 20, 64, 57, 93, 20, 65]","[63, 20, 64, 70, 66, 59, 20, 64, 57, 93, 20, 65]","['S', 'A', 'S', 'O', 'S', 'E', 'A', 'S', 'E', 'S', 'A', 'F']","['S', 'A', 'S', 'O', 'S', 'E', 'A', 'S', 'E', 'S', 'A', 'F']"
02d62283-08f3-4df4-b567-be1918cadcdb,greek,greeks,"[52, 77, 60, 63]","[52, 77, 60, 63, 78]","['S', 'Q', 'E', 'S']","['S', 'Q', 'E', 'S', 'S']"
02d882a7-0676-4dcc-8653-1df7465f285f,iron,irons,"[33, 44, 66]","[33, 44, 66, 93]","['A', 'E', 'S']","['A', 'E', 'S', 'S']"
02d8d4dd-083b-44e3-ba70-9c6fe82f1a98,about,abouts,"[20, 35, 29, 80]","[20, 35, 29, 80, 78]","['A', 'S', 'O', 'S']","['A', 'S', 'O', 'S', 'S']"
02dc1fa0-f91d-4f42-9c61-c41b0bb25723,eh,ehs,[41],"[41, 93]",['E'],"['E', 'S']"
02dc7591-3cc8-4d10-9cfb-7e47677561ba,zara,zara,"[93, 17, 77, 20]","[93, 17, 77, 20]","['S', 'A', 'Q', 'A']","['S', 'A', 'Q', 'A']"
02dd4cd5-8278-45fb-86ee-827ab67d8fe4,oppress,oppresses,"[20, 76, 77, 41, 78]","[20, 76, 77, 41, 78, 55, 93]","['A', 'F', 'Q', 'E', 'S']","['A', 'F', 'Q', 'E', 'S', 'E', 'S']"
02e6f9b7-7be3-437c-b84e-fab42dd7212e,dump,dumps,"[37, 21, 65, 76]","[37, 21, 65, 76, 78]","['S', 'A', 'F', 'F']","['S', 'A', 'F', 'F', 'S']"
02ebce56-31ec-40c8-b2d0-0ace0881935c,foray,forays,"[51, 25, 77, 48]","[51, 25, 77, 48, 93]","['F', 'O', 'Q', 'A']","['F', 'O', 'Q', 'A', 'S']"
02f38c85-e8a5-4b22-9909-40b312660139,recipe,recipes,"[77, 41, 78, 20, 76, 59]","[77, 41, 78, 20, 76, 59, 93]","['Q', 'E', 'S', 'A', 'F', 'E']","['Q', 'E', 'S', 'A', 'F', 'E', 'S']"
02fb2d6b-233c-41a2-b0eb-3d2c551ec63c,cyclist,cyclists,"[78, 33, 63, 20, 64, 55, 78, 80]","[78, 33, 63, 20, 64, 55, 78, 80, 78]","['S', 'A', 'S', 'A', 'S', 'E', 'S', 'S']","['S', 'A', 'S', 'A', 'S', 'E', 'S', 'S', 'S']"
02fd1f4f-8939-49b4-be60-a40b55b7910e,taiwanese,taiwanese,"[80, 33, 91, 12, 66, 60, 93]","[80, 33, 91, 12, 66, 60, 93]","['S', 'A', 'Q', 'O', 'S', 'E', 'S']","['S', 'A', 'Q', 'O', 'S', 'E', 'S']"
02fd9bbd-00bd-490d-982d-49e61b2ace11,reimbursement,reimbursements,"[77, 61, 55, 65, 35, 45, 78, 65, 20, 66, 80]","[77, 61, 55, 65, 35, 45, 78, 65, 20, 66, 80, 78]","['Q', 'E', 'E', 'F', 'S', 'E', 'S', 'F', 'A', 'S', 'S']","['Q', 'E', 'E', 'F', 'S', 'E', 'S', 'F', 'A', 'S', 'S', 'S']"
02fdef3d-047c-4176-89a6-505711c99f60,aware,awares,"[20, 91, 41, 77]","[20, 91, 41, 77, 93]","['A', 'Q', 'E', 'Q']","['A', 'Q', 'E', 'Q', 'S']"
0304c3c4-543a-4f34-82f3-5cdddf1c7c34,hood,hoods,"[53, 84, 37]","[53, 84, 37, 93]","['A', 'Q', 'S']","['A', 'Q', 'S', 'S']"
030a87f4-f3b0-493a-9ee2-075a57d04b8b,offending,offendings,"[20, 51, 41, 66, 37, 55, 67]","[20, 51, 41, 66, 37, 55, 67, 93]","['A', 'F', 'E', 'S', 'S', 'E', 'S']","['A', 'F', 'E', 'S', 'S', 'E', 'S', 'S']"
030e4b97-0805-4b2b-ac49-7aebbbfd34e9,imperial,imperials,"[55, 65, 76, 56, 77, 59, 20, 64]","[55, 65, 76, 56, 77, 59, 20, 64, 93]","['E', 'F', 'F', 'E', 'Q', 'E', 'A', 'S']","['E', 'F', 'F', 'E', 'Q', 'E', 'A', 'S', 'S']"
031144c3-31f7-4675-942e-1efac8273dee,renowned,renowneds,"[77, 55, 66, 29, 66, 37]","[77, 41, 66, 20, 66, 91, 55, 37, 93]","['Q', 'E', 'S', 'O', 'S', 'S']","['Q', 'E', 'S', 'A', 'S', 'Q', 'E', 'S', 'S']"
03181fbf-2480-4bd5-a682-5695fccdb320,wireless,wirelesses,"[91, 33, 77, 64, 55, 78]","[91, 33, 77, 64, 20, 78, 20, 93]","['Q', 'A', 'Q', 'S', 'E', 'S']","['Q', 'A', 'Q', 'S', 'A', 'S', 'A', 'S']"
031b4a83-3813-4473-a304-761027970e83,omit,omits,"[69, 65, 56, 80]","[69, 65, 56, 80, 78]","['O', 'F', 'E', 'S']","['O', 'F', 'E', 'S', 'S']"
031ddb5a-14fc-4c35-a87f-02459a23cc6d,tumi,tumi,"[80, 88, 65, 59]","[80, 88, 65, 59]","['S', 'Q', 'F', 'E']","['S', 'Q', 'F', 'E']"
0320655d-d529-4612-a5e8-9d93a631adbc,marginal,marginals,"[65, 13, 77, 62, 20, 66, 20, 64]","[65, 13, 77, 62, 20, 66, 20, 64, 93]","['F', 'O', 'Q', 'S', 'A', 'S', 'A', 'S']","['F', 'O', 'Q', 'S', 'A', 'S', 'A', 'S', 'S']"
0322a5d1-b3e8-4fe0-ba57-0d6690ee51f8,calendar,calendars,"[63, 17, 64, 20, 66, 37, 44]","[63, 17, 64, 20, 66, 37, 44, 93]","['S', 'A', 'S', 'A', 'S', 'S', 'E']","['S', 'A', 'S', 'A', 'S', 'S', 'E', 'S']"
0324a7c4-dae1-4b4b-b0bb-322b37aa5b0f,laud,lauds,"[64, 25, 37]","[64, 25, 37, 93]","['S', 'O', 'S']","['S', 'O', 'S', 'S']"
03282943-5915-45de-9bef-b5c7884fb67d,commemorate,commemorates,"[63, 20, 65, 41, 65, 44, 50, 80]","[63, 20, 65, 41, 65, 44, 50, 80, 78]","['S', 'A', 'F', 'E', 'F', 'E', 'A', 'S']","['S', 'A', 'F', 'E', 'F', 'E', 'A', 'S', 'S']"
032d552b-2713-426c-8ff9-5e9aa1267ceb,wide-ranging,wide-rangings,"[91, 33, 37, 77, 50, 52, 55, 67]","[91, 33, 37, 77, 50, 52, 66, 55, 78, 55, 67]","['Q', 'A', 'S', 'Q', 'A', 'S', 'E', 'S']","['Q', 'A', 'S', 'Q', 'A', 'S', 'S', 'E', 'S', 'E', 'S']"
032e5c91-bcf8-4cb5-84af-c90fbd9d818a,installing,installing,"[55, 66, 78, 80, 25, 64, 55, 67]","[55, 66, 78, 80, 25, 64, 55, 67]","['E', 'S', 'S', 'S', 'O', 'S', 'E', 'S']","['E', 'S', 'S', 'S', 'O', 'S', 'E', 'S']"
0331babb-36d6-479a-88fc-e5e22ae4b628,may,mays,"[65, 49]","[65, 49, 93]","['F', 'A']","['F', 'A', 'S']"
0338396b-e677-4ad1-b844-5c8bb70399a8,whoosh,whooshes,"[91, 88, 79]","[53, 84, 79, 20, 93]","['Q', 'Q', 'S']","['A', 'Q', 'S', 'A', 'S']"
03388f10-91cd-4439-a10c-684927c4e650,eschew,eschews,"[40, 78, 36, 88]","[40, 78, 36, 88, 93]","['E', 'S', 'S', 'Q']","['E', 'S', 'S', 'Q', 'S']"
033c92c6-d9ce-4ef7-ad40-96ed05ce35ec,guild,guilds,"[52, 56, 64, 37]","[52, 56, 64, 37, 93]","['S', 'E', 'S', 'S']","['S', 'E', 'S', 'S', 'S']"
034ff5b3-24b9-4e28-9b6c-9054fa05d66d,teammate,teammates,"[80, 60, 65, 50, 80]","[80, 60, 65, 65, 50, 80, 78]","['S', 'E', 'F', 'A', 'S']","['S', 'E', 'F', 'F', 'A', 'S', 'S']"
03506ce6-5c94-4a1f-901b-a830624adfa1,declaration,declarations,"[37, 42, 63, 64, 44, 49, 79, 20, 66]","[37, 42, 63, 64, 44, 49, 79, 20, 66, 93]","['S', 'E', 'S', 'S', 'E', 'A', 'S', 'A', 'S']","['S', 'E', 'S', 'S', 'E', 'A', 'S', 'A', 'S', 'S']"
03507fe1-4580-47a7-86bd-98a762e49577,harvested,harvested,"[53, 13, 77, 90, 20, 78, 80, 20, 37]","[53, 13, 77, 90, 20, 78, 80, 20, 37]","['A', 'O', 'Q', 'F', 'A', 'S', 'S', 'A', 'S']","['A', 'O', 'Q', 'F', 'A', 'S', 'S', 'A', 'S']"
0353583d-5550-460d-a3e0-810b494d45cf,glad,glads,"[52, 64, 17, 37]","[52, 64, 17, 37, 93]","['S', 'S', 'A', 'S']","['S', 'S', 'A', 'S', 'S']"
035a7040-d576-4221-84ad-dbd8defa2a30,exceed,exceeds,"[55, 63, 78, 60, 37]","[55, 63, 78, 60, 37, 93]","['E', 'S', 'S', 'E', 'S']","['E', 'S', 'S', 'E', 'S', 'S']"
035cc8ab-ef9b-44c0-9527-929d44d694e2,apart,aparts,"[20, 76, 13, 77, 80]","[49, 76, 44, 80, 78]","['A', 'F', 'O', 'Q', 'S']","['A', 'F', 'E', 'S', 'S']"
035fe622-56eb-4e37-9e00-2a5fe50f2b10,bag,bags,"[35, 17, 52]","[35, 17, 52, 93]","['S', 'A', 'S']","['S', 'A', 'S', 'S']"
